Name,Version,Operation,Topic,Doc,Description,Environment,Galaxy,Workflow
"HTStream","1.3.3-conda,1.2.0-conda","sequence-trimming","Genomics,Sequence analysis,Data quality management,Probes and primers","https://s4hts.github.io/HTStream/","HTStream is a quality control and processing pipeline for High Throughput Sequencing data. The difference between HTStream and other tools is that HTStream uses a tab delimited fastq format that allows for streaming from application to application. This streaming creates some awesome efficiencies when processing HTS data and makes it fully interoperable with other standard Linux tools.","conda","false","false"
"HyPhy","2.3.14-conda","statistical-calculation","Small molecules,Phylogeny,Molecular interactions, pathways and networks","http://hyphy.org","Software package for the analysis of genetic sequences using techniques in phylogenetics, molecular evolution, and machine learning.","conda","false","false"
"IDBA","1.1.3-conda","sequence-assembly","Sequence assembly","http://i.cs.hku.hk/%7Ealse/idba","A short read assembler based on iterative De Bruijn graph. It is developed under 64-bit Linux, but should be suitable for all unix-like system.","conda","false","false"
"IGV","2.8.10-conda,2.5.3-shell","visualisation,sequence-assembly-visualisation","Genomics,Sequence analysis,Data visualisation","http://www.broadinstitute.org/igv/","High-performance visualization tool for interactive exploration of large, integrated datasets. It supports a wide variety of data types and format, including short-read alignments in the SAM/BAM format. Data can be viewed from local files or over the web via http.","conda,shell","false","false"
"igvtools","2.5.3-conda","formatting","Sequence analysis","https://software.broadinstitute.org/software/igv/igvtools","The igvtools utility provides a set of tools for pre-processing data files.","conda","false","false"
"Illumina_utils","2.3-conda","data-handling","Bioinformatics","https://github.com/merenlab/illumina-utils","a small library and a bunch of clients to perform various operations on FASTQ files","conda","false","false"
"Infernal","1.1.3-conda","nucleic-acid-feature-detection","Sequence sites, features and motifs","http://eddylab.org/infernal/","Infernal ("INFERence of RNA ALignment") is for searching DNA sequence databases for RNA structure and sequence similarities. It is an implementation of a special case of profile stochastic context-free grammars called covariance models (CMs). A CM is like a sequence profile, but it scores a combination of sequence consensus and RNA secondary structure consensus, so in many cases, it is more capable of identifying RNA homologs that conserve their secondary structure more than their primary sequence.","conda","false","false"
"instaGRAAL","0.1.2-shell","genome-assembly","Mapping,Sequence assembly,Statistics and probability,DNA binding sites,Metagenomics","https://github.com/koszullab/instaGRAAL","Chromosome-level quality scaffolding of brown algal genomes using InstaGRAAL.","shell","false","false"
"InterProScan","5.48-83.0-singularity,5.28-67.0-shell","sequence-annotation","Functional genomics","http://www.ebi.ac.uk/interpro/about.html","the software package that allows sequences to be scanned against InterPro's signatures","singularity,shell","false","false"
"iq-tree","2.2.0_beta-conda","phylogenetic-tree-generation-(maximum-likelihood-and-bayesian-methods)","Phylogenetics,Phylogenomics,Statistics and probability","http://www.cibiv.at/software/iqtree/","Very efficient phylogenetic software for reconstructing maximum-likelihood trees and assessing branch supports with the ultrafast bootstrap approximation. It is based on the IQPNNI algorithm with 10-fold speedup together with substantially additional features.","conda","false","false"
"iq-tree","2.0.3-conda,1.6.7-conda,1.5.5.1-conda","phylogenetic-tree-generation-(maximum-likelihood-and-bayesian-methods)","Phylogenetics,Phylogenomics,Statistics and probability","http://www.cibiv.at/software/iqtree/","Very efficient phylogenetic software for reconstructing maximum-likelihood trees and assessing branch supports with the ultrafast bootstrap approximation. It is based on the IQPNNI algorithm with 10-fold speedup together with substantially additional features.","conda","true","false"
"isoseq3","3.4.0-conda","demultiplexing","Gene transcripts","https://github.com/PacificBiosciences/IsoSeq","IsoSeq v3 contains the newest tools to identify transcripts in PacBio single-molecule sequencing data. Starting in SMRT Link v6.0.0, those tools power the IsoSeq GUI-based analysis application. A composable workflow of existing tools and algorithms, combined with a new clustering technique.","conda","false","false"
"ivar","1.2.2-conda","variant-classification","Evolutionary biology,Biological databases,Sequencing","https://github.com/CGR-UNIMORE/iVar","Interpretation-oriented tool to manage the update and revision of variant annotation and classification.","conda","true","false"
"JBrowse","1.12.3-conda","genome-visualisation","Genomics","http://gmod.org/wiki/JBrowse","Slick, speedy genome browser with a responsive and dynamic AJAX interface for visualization of genome data. Being developed by the GMOD project as a successor to GBrowse.","conda","false","false"
"JBrowse2","1.0.2-singularity","genome-visualisation","Data visualisation","https://jbrowse.org/jb2/","Genome browser","singularity","false","false"
"jcvi","0.9.14-conda","genome-assembly,scaffolding","Sequence assembly","https://github.com/tanghaibao/jcvi","Python utility libraries on genome assembly, annotation and comparative genomics ","conda","false","false"
"jellyfish","2.3.0-conda,2.2.6-conda,2.2.10-conda","k-mer-counting","Genomics,Sequence analysis","http://www.genome.umd.edu/jellyfish.html","A command-line algorithm for counting k-mers in DNA sequence.","conda","false","false"
"Jinja2","2.11.1-conda","data-handling","Data visualisation","https://jinja.palletsprojects.com/en/master/","Jinja is a fast, expressive, extensible templating engine.","conda","false","false"
"jModelTest2","2.1.10-shell","phylogenetic-tree-construction","Phylogeny","https://github.com/ddarriba/jmodeltest2","Tool to carry out statistical selection of best-fit models of nucleotide substitution","shell","false","false"
"Kaiju","1.9.0-conda,1.8.2-conda,1.7.3-conda,1.7.1-conda","taxonomic-classification","Metagenomics","http://kaiju.binf.ku.dk","Program for the taxonomic assignment of high-throughput sequencing reads, e.g., Illumina or Roche/454, from whole-genome sequencing of metagenomic DNA. Reads are directly assigned to taxa using the NCBI taxonomy and a reference database of protein sequences from Bacteria, Archaea, Fungi, microbial eukaryotes and viruses.","conda","false","false"
"Kalign","2.04-shell","multiple-sequence-alignment","Sequence analysis","http://www.ebi.ac.uk/Tools/msa/kalign/","Fast and accurate multiple sequence alignment which handles large sequences.","shell","false","false"
"kallisto","0.48.0-conda,0.46.2-conda","gene-expression-profiling","Transcriptomics,Gene expression,RNA-seq","https://pachterlab.github.io/kallisto/about.html","A program for quantifying abundances of transcripts from RNA-Seq data, or more generally of target sequences using high-throughput sequencing reads. It is based on the novel idea of pseudoalignment for rapidly determining the compatibility of reads with targets, without the need for alignment.","conda","false","false"
"kat","2.4.2-conda","sequence-composition-calculation","Genomics,Sequence analysis","http://www.earlham.ac.uk/kat-tools","Suite of tools that generate, analyse and compare k-mer spectra produced from sequence files","conda","false","false"
"KEGGDecoder","master-conda","data-handling","Bioinformatics","https://github.com/bjtully/BioData/tree/master/KEGGDecoder","Designed to parse through a KEGG-Koala outputs (blastKOALA, ghostKOALA, KOFAMSCAN) to determine the completeness of various metabolic pathways.","conda","false","false"
"KING","2.8.1-shell","genotyping","Genotype and phenotype","http://people.virginia.edu/~wc9c/KING/","Relationship inference in genome-wide association studies","shell","false","false"
"KisSplice","2.4.0-p1-conda","variant-calling","RNA-Seq,Genetic variation,Transcriptomics","http://kissplice.prabi.fr","KisSplice is a software that enables to analyse RNA-seq data with or without a reference genome.","conda","false","false"
"KMC","3.2.1-conda,3.1.2rc1-conda","k-mer-counting","Genomics,Whole genome sequencing,Sequence assembly","http://sun.aei.polsl.pl/REFRESH/index.php?page=projects&project=kmc&subpage=about","KMC is a utility designed for counting k-mers (sequences of consecutive k symbols) in a set of reads from genome sequencing projects.","conda","false","false"
"KmerGenie","1.7016-conda","sequence-assembly","Sequence assembly","http://kmergenie.bx.psu.edu/","KmerGenie estimates the best k-mer length for genome de novo assembly. Given a set of reads, KmerGenie first computes the k-mer abundance histogram for many values of k. Then, for each value of k, it predicts the number of distinct genomic k-mers in the dataset, and returns the k-mer length which maximizes this number. Experiments show that KmerGenie's choices lead to assemblies that are close to the best possible over all k-mer lengths.","conda","false","false"
"KofamScan","1.3.0-conda","expression-profile-pathway-mapping,protein-feature-detection","Gene and protein families","https://github.com/takaram/kofam_scan","KofamScan is a gene function annotation tool based on KEGG Orthology and hidden Markov model.","conda","false","false"
"kraken","1.1.1-conda","taxonomic-classification","Metagenomics,Taxonomy","https://ccb.jhu.edu/software/kraken/","System for assigning taxonomic labels to short DNA sequences, usually obtained through metagenomic studies. Previous attempts by other bioinformatics software to accomplish this task have often used sequence alignment or machine learning techniques that were quite slow, leading to the development of less sensitive but much faster abundance estimation programs. It aims to achieve high sensitivity and high speed by utilizing exact alignments of k-mers and a novel classification algorithm.","conda","false","false"
"Kraken2","2.1.2-conda,2.1.1-conda,2.0.9beta-conda","taxonomic-classification","Metagenomics,Taxonomy","https://ccb.jhu.edu/software/kraken2/","Kraken 2 is the newest version of Kraken, a taxonomic classification system using exact k-mer matches to achieve high accuracy and fast classification speeds. This classifier matches each k-mer within a query sequence to the lowest common ancestor (LCA) of all genomes containing the given k-mer. The k-mer assignments inform the classification algorithm.","conda","false","false"
"KrakenUniq","1.0.2-conda,0.7.3-conda,0.5.8-conda","quantification","Metagenomic sequencing,Infectious disease,Whole genome sequencing,Taxonomy,Metagenomics","https://github.com/hurwitzlab/krakenuniq","Identification and quantitation of clinically relevant microbes in patient samples.","conda","false","false"
"Krona","2.8.1-conda,2.7-conda","visualisation","Metagenomics","https://github.com/marbl/Krona/wiki","Krona creates interactive HTML5 charts of hierarchical data (such as taxonomic abundance in a metagenome).","conda","true","false"
"lbzip2","2.5-conda","data-handling","Bioinformatics","http://lbzip2.org/","lbzip2 is a free, multi-threaded compression utility with support for bzip2 compressed file format","conda","false","false"
"LEfSe","1.0.8-conda","community-profiling","Metagenomics","https://bitbucket.org/biobakery/biobakery/wiki/lefse","Find biomarkers between 2 or more groups using relative abundances","conda","true","false"
"Lep-MAP3","0.5-bash,0.2-shell","mapping","Mapping","https://sourceforge.net/projects/lep-map3/","Robust linkage mapping software even for low coverage whole genome sequencing data","bash,shell","false","false"
"LINKS","1.8.6-shell","scaffolding","Mapping,Sequence assembly,Sequencing","https://github.com/bcgsc/LINKS","LINKS (Long Interval Nucleotide K-mer Scaffolder) is a genomics application for scaffolding genome assemblies with long reads, such as those produced by Oxford Nanopore Technologies Ltd. It can be used to scaffold high-quality draft genome assemblies with any long sequences (eg. ONT reads, PacBio reads, other draft genomes, etc). It is also used to scaffold contig pairs linked by ARCS/ARKS.","shell","false","false"
"lofreq","2.1.5-conda","variant-calling","Genomics,Genetic variation","https://csb5.github.io/lofreq/","LoFreq* (i.e. LoFreq version 2) is a fast and sensitive variant-caller for inferring SNVs and indels from next-generation sequencing data. It makes full use of base-call qualities and other sources of errors inherent in sequencing (e.g. mapping or base/indel alignment uncertainty), which are usually ignored by other methods or only used for filtering.","conda","false","false"
"longshot","0.4.3-singularity,0.4.2-singularity,0.4.1-conda","variant-calling","Genetic variation","https://github.com/pjedge/longshot","Longshot is a variant calling tool for diploid genomes using long error prone reads such as Pacific Biosciences (PacBio) SMRT and Oxford Nanopore Technologies (ONT). It takes as input an aligned BAM file and outputs a phased VCF file with variants and haplotype information. It can also genotype and phase input VCF files. It can output haplotype-separated BAM files that can be used for downstream analysis. Currently, it only calls single nucleotide variants (SNVs), but it can genotype indels if they are given in an input VCF.","singularity,conda","false","false"
"LRA","1.3.2-conda","read-mapping","Whole genome sequencing,Structure analysis,Sequence assembly,Bioinformatics","https://anaconda.org/bioconda/lra","the Long Read Aligner for Sequences and Contigs.","conda","false","false"
"LRBinner","0.1-conda","read-binning","Sequence assembly,Metagenomic sequencing,Machine learning,Sample collections,Metagenomics","https://github.com/anuradhawick/LRBinner","Binning long reads in metagenomics datasets using composition and coverage information.","conda","false","false"
"lulu","0.1-conda","rarefaction","Biodiversity,Metagenomics,Sequencing","https://github.com/tobiasgf/lulu","A flexible pipeline combining bioinformatic correction tools for prokaryotic and eukaryotic metabarcoding | r package for post-clustering curation of amplicon next generation sequencing data (metabarcoding) | The purpose of LULU is to reduce the number of erroneous OTUs in OTU tables to achieve more realistic biodiversity metrics. By evaluating the co-occurence patterns of OTUs among samples LULU identifies OTUs that consistently satisfy some user selected criteria for being errors of more abundant OTUs and merges these. It has been shown that curation with LULU consistently result in more realistic diversity metrics. The required input of LULU is an OTU table and a corresponding matchlist with all the internal matches of OTUs | A r-package for distribution based post clustering curation of amplicon data","conda","false","false"
"MACS","2.1.1.20160309-conda","peak-calling","Transcription factors and regulatory sites,ChIP-seq,Molecular interactions, pathways and networks","http://liulab.dfci.harvard.edu/MACS/","Model-based Analysis of ChIP-seq data.","conda","true","false"
"MACSE","2.01-conda","multiple-sequence-alignment","Molecular evolution,Structure analysis,Protein expression,Phylogenomics,Gene transcripts","https://bioweb.supagro.inra.fr/macse/","Aligning Protein-Coding Nucleotide Sequences with MACSE.","conda","false","false"
"MAFFT","7.490-conda,7.310-conda,7.245-conda","multiple-sequence-alignment","Sequence analysis","http://mafft.cbrc.jp/alignment/server/index.html","MAFFT (Multiple Alignment using Fast Fourier Transform) is a high speed multiple sequence alignment program.","conda","true","false"
"mamba","1.3.0-conda,1.2.0-conda,1.0.0-conda,0.25.0-conda,0.24.2-conda,0.21.2-conda,0.19.0-conda","forcefield-parameterisation","Machine learning,Chemistry,Small molecules,Cheminformatics","https://github.com/CHLoschen/mamba","Perception of Chemical Bonds via Machine Learning.","conda","false","false"
"marginPhase","1.0.0-singularity","haplotype-mapping","Genotype and phenotype","https://github.com/benedictpaten/marginPhase","MarginPhase is a program for simultaneous haplotyping and genotyping.","singularity","false","false"
"MarginPolish","1.3.0-conda","sequence-assembly","Sequence assembly","https://github.com/UCSC-nanopore-cgl/MarginPolish","A graph-based assembly polisher","conda","false","false"
"mash","2.3-shell","sequence-distance-matrix-generation","DNA mutation,Sequence analysis,Genomics,Statistics and probability,Metagenomics","https://github.com/marbl/mash","Fast genome and metagenome distance estimation using MinHash.","shell","true","false"
"masurca","4.0.9-conda","genome-assembly","Whole genome sequencing,Sequence assembly,Sequence analysis","http://www.genome.umd.edu/masurca.html","Whole genome assembly software. It combines the efficiency of the de Bruijn graph and Overlap-Layout-Consensus (OLC) approaches. MaSuRCA can assemble data sets containing only short reads from Illumina sequencing or a mixture of short reads and long reads (Sanger, 454).","conda","true","false"
"mauve-viewer","1.0.0-beta-conda","genome-alignment","Data visualisation","https://github.com/PATRIC3/mauve-viewer","A JavaScript Mauve/.xmfa viewer for multiple whole genome alignments.","conda","false","false"
"Mauve","2.4-conda","sequence-alignment-comparison","Genomics,Transcriptomics","http://darlinglab.org/mauve","Mauve Genome Alignment software, for comparing two or more draft or finished genomes","conda","false","false"
"maxbin2","2.2.7-conda","read-binning","Metagenomics","https://sourceforge.net/projects/maxbin2/","An automatic tool for binning metagenomics sequences.","conda","false","false"
"MCScanX","2019-09-17-conda","synteny","Comparative genomics","http://chibba.pgml.uga.edu/mcscan2/","Multiple Collinearity Scan toolkit","conda","false","false"
"Medaka","1.7.2-singularity,1.4.3-conda,1.3.3-conda,1.2.6-conda,0.11.4-conda","base-calling","Machine learning,Sequence assembly","https://github.com/nanoporetech/medaka","medaka is a tool to create consensus sequences and variant calls from nanopore sequencing data. This task is performed using neural networks applied a pileup of individual sequencing reads against a draft assembly.","singularity,conda","false","false"
"MEGAHIT","1.1.1-conda","genome-assembly","Ecology,Sequence assembly,Metagenomics,Sequencing","https://github.com/voutcn/megahit","Single node assembler for large and complex metagenomics NGS reads, such as soil. It makes use of succinct de Bruijn graph to achieve low memory usage, whereas its goal is not to make memory usage as low as possible.","conda","false","false"
"Megalodon","2.3.3-conda","methylation-analysis","Epigenetics","https://github.com/nanoporetech/megalodon","tool to extract high accuracy modified base and sequence variant calls from raw nanopore reads.","conda","false","false"
"merqury","1.3-conda","genome-assembly","Whole genome sequencing,Sequence assembly,Plant biology","https://github.com/marbl/merqury","Reference-free quality, completeness, and phasing assessment for genome assemblies.","conda","true","false"
"meryl","1.3-conda","k-mer-counting","Genomics,Whole genome sequencing,Sequence analysis","https://github.com/marbl/meryl","Meryl is a tool for counting and working with sets of k-mers that was originally developed for use in the Celera Assembler and has since been migrated and maintained as part of Canu.","conda","false","false"
"Metabat2","2.12.1-conda","read-binning","Metagenomics","https://bitbucket.org/berkeleylab/metabat/src/master/","workflow framework","conda","false","false"
"metabat2","2.15-conda","read-binning","Metagenomics","https://bitbucket.org/berkeleylab/metabat","MetaBAT: A robust statistical framework for reconstructing genomes from metagenomic data.","conda","false","false"
"MetaBCC-LR","2.0.0-conda","read-binning","Sequencing,Sequence assembly,Metagenomics,Microbial ecology","https://github.com/anuradhawick/MetaBCC-LR","Metagenomics binning by coverage and composition for long reads.","conda","false","false"
"metadecoder","1.0.8-conda","read-binning","Metagenomics","https://github.com/liu-congcong/MetaDecoder","An algorithm for clustering metagenomic sequences","conda","false","false"
"MetaEuk","5.34c21f2-conda","homology-based-gene-prediction","Gene and protein families,Metagenomics","https://metaeuk.soedinglab.org/","MetaEuk - sensitive, high-throughput gene discovery and annotation for large-scale eukaryotic metagenomics","conda","false","false"
"MetaPhage","0.3.0-Nextflow","sequence-annotation","Genomics,Workflows","https://mattiapandolfovr.github.io/MetaPhage/","a nextflow pipeline for automatic phage discovery","Nextflow","false","false"
"Metapop","0.0.60-conda","genotyping","DNA polymorphism,Population genetics,Genotype and phenotype","https://quercusportal.pierroton.inra.fr/index.php?p=METAPOP","Individual-based model for simulating the evolution of tree populations in spatially and temporally heterogeneous landscapes.","conda","false","false"
"MetaViralSpades","3.14.1-conda","sequence-assembly","Sequence assembly","http://cab.spbu.ru/software/spades/","An assembly toolkit containing various assembly pipelines","conda","false","false"
"MethPipe","3.4.3-shell","bisulfite-mapping","Epigenetics,Sequencing","http://smithlabresearch.org/software/methpipe/","The MethPipe software package is a computational pipeline for analyzing bisulfite sequencing data (BS-seq, WGBS and RRBS). MethPipe provides tools for mapping bisulfite sequencing read and estimating methylation levels at individual cytosine sites. Additionally, MethPipe includes tools for identifying higher-level methylation features, such as hypo-methylated regions (HMR), partially methylated domains (PMD), hyper-methylated regions (HyperMR), and allele-specific methylated regions (AMR).","shell","false","false"
"methylartist","1.0.5-conda","methylation-analysis","Epigenetics","https://github.com/adamewing/methylartist","Pipeline for performing microbiome analysis from raw DNA sequencing data","conda","false","false"
"MethylDackel","0.6.1-conda","sequence-alignment-conversion","Epigenomics","https://github.com/dpryan79/MethylDackel","A (mostly) universal methylation extractor for BS-seq experiments.","conda","false","false"
"MethylExtract","1.9.1-docker","methylation-analysis","Epigenetics,DNA,Sequencing","http://bioinfo2.ugr.es/MethylExtract/","User friendly tool to generate i) high quality, whole genome methylation maps and ii) to detect sequence variation within the same sample preparation.","docker","false","false"
"metilene","0.2.8-conda","DMR-identification","Epigenetics","https://www.bioinf.uni-leipzig.de/Software/metilene/","Fast and sensitive detection of differential DNA methylation.","conda","false","false"
"MGKit","0.5.0-conda","workflows","Metagenomics","https://mgkit.readthedocs.io/en/0.5.0/introduction.html","The aim of MGKit is to provide a series of useful modules and packages to make it easier to build custom pipelines for metagenomics or any kind of bioinformatics analysis.","conda","false","false"
"MIGRATE-N","0.11.5-shell","population-genomics","Population genetics","http://popgen.sc.fsu.edu/Migrate/Migrate-n.html","Estimation of population sizes and gene flow using the coalescent","shell","false","false"
"miniasm","0.2_r168-conda","de-novo-assembly","Genomics,Sequence assembly","https://github.com/lh3/miniasm","Miniasm is a very fast OLC-based de novo assembler for noisy long reads. It takes all-vs-all read self-mappings (typically by minimap) as input and outputs an assembly graph in the GFA format.","conda","false","false"
"minimap2","2.9-conda,2.24-conda,2.23-conda,2.22-conda,2.19-conda,2.18-conda,2.17-conda,2.16-conda","pairwise-sequence-alignment","Mapping","https://github.com/lh3/minimap2","Pairwise aligner for genomic and spliced nucleotide sequences","conda","false","false"
"MinIONQC","1.4.2-conda","quality-control","Bioinformatics","https://github.com/roblanf/minion_qc","Fast and effective quality control for MinION and PromethION sequencing data ","conda","false","false"
"miniprot","0.7-conda,0.6-conda,0.5-conda,0.3-conda","sequence-alignment","Sequence analysis,Sequence sites, features and motifs","https://github.com/lh3/miniprot","Miniprot aligns a protein sequence against a genome with affine gap penalty, splicing and frameshift. It is primarily intended for annotating protein-coding genes in a new species using known genes from other species.","conda","false","false"
"MIRA","4.9.6-conda","local-alignment","Sequence assembly,RNA-Seq","https://sourceforge.net/p/mira-assembler/wiki/Home/","MIRA 3 - Whole Genome Shotgun and EST Sequence Assembler","conda","false","false"
"mitobim","1.9.1-conda","genome-assembly","Sequence assembly","https://github.com/chrishah/MITObim","MITObim - mitochondrial baiting and iterative mapping","conda","false","false"
"mitohifi","2.2-singularity","genome-assembly","Genomics,Sequence analysis,Sequence assembly","https://github.com/marcelauliano/MitoHiFi","Find, circularise and annotate mitogenome from PacBio assemblies","singularity","false","false"
"MLST-Check","2.1.1-docker","multilocus-sequence-typing","Comparative genomics","https://github.com/sanger-pathogens/mlst_check","Multilocus sequence typing by blast using the schemes from PubMLST","docker","false","false"
"mlst","2.19.0-conda","taxonomic-classification","Immunoproteins, genes and antigens","http://cge.cbs.dtu.dk/services/MLST/","Multi Locus Sequence Typing from an assembled genome or from a set of reads.","conda","false","false"
"MMseqs2 (mpi)","12-113e3-shell,11.e1a1c-shell","taxonomic-classification,sequence-similarity-search,sequence-clustering","Gene and protein families","https://mmseqs.com","MMseqs2 (Many-against-Many sequence searching) is a software suite to search and cluster huge protein and nucleotide sequence sets. ","shell","false","false"
"MMseqs2","9-d36de-conda,14.7e284-conda,11.e1a1c-conda","taxonomic-classification,sequence-similarity-search,sequence-clustering","Nucleic acids,Proteins,Sequence analysis,Taxonomy,Gene and protein families,Metagenomics","https://mmseqs.com","MMseqs2 (Many-against-Many sequence searching) is a software suite to search and cluster huge protein and nucleotide sequence sets. MMseqs2 is open source GPL-licensed software implemented in C++ for Linux, MacOS, and (as beta version, via cygwin) Windows. The software is designed to run on multiple cores and servers and exhibits very good scalability. MMseqs2 can run 10000 times faster than BLAST. At 100 times its speed it achieves almost the same sensitivity. It can perform profile searches with the same sensitivity as PSI-BLAST at over 400 times its speed.","conda","false","false"
"modbam2bed","0.4.6-conda","methylation-calling","Epigenetics","https://github.com/epi2me-labs/modbam2bed","A program to aggregate modified base counts stored in a modified-base BAM file to a bedMethyl file.","conda","false","false"
"ModelTest-NG","0.1.6-conda","read-binning","Phylogenetics,Computer science,Small molecules","https://github.com/ddarriba/modeltest","A new and scalable tool for the selection of DNA and protein evolutionary models | ModelTest-NG is a tool for selecting the best-fit model of evolution for DNA and protein alignments. ModelTest-NG supersedes jModelTest and ProtTest in one single tool, with graphical and command console interfaces","conda","false","false"
"moments","1.0.7-conda","statistics-and-probability","Population genetics","https://bitbucket.org/simongravel/moments","Moment-based solution of the diffusion equation in genetics.","conda","false","false"
"momi","2.1.18-conda","population-structure","Population genetics","https://momi2.readthedocs.io/en/latest/index.html","Python package that computes the expected sample frequency spectrum (SFS), a statistic commonly used in population genetics, and uses it to fit demographic history.","conda","false","false"
"mosdepth","0.2.7-conda","nucleic-acid-sequence-analysis","Data quality management,Statistics and probability","https://github.com/brentp/mosdepth","Fast BAM/CRAM depth calculation for WGS, exome, or targeted sequencing.","conda","false","false"
"mothur","1.42.1-conda,1.39.5-conda,1.38.1.1-conda","","Microbial ecology","http://mothur.org/","Open-source, platform-independent, community-supported software for describing and comparing microbial communities","conda","false","false"
"MrBayes","3.2.7-conda","phylogenetic-tree-generation-(maximum-likelihood-and-bayesian-methods)","Phylogenetics","http://nbisweden.github.io/MrBayes/","Program for Bayesian inference and model choice across a wide range of phylogenetic and evolutionary models. It uses Markov chain Monte Carlo (MCMC) methods to estimate the posterior distribution of model parameters.","conda","true","false"
"MrBayes","3.2.6-conda","phylogenetic-tree-generation-(maximum-likelihood-and-bayesian-methods)","Phylogenetics","http://nbisweden.github.io/MrBayes/","Program for Bayesian inference and model choice across a wide range of phylogenetic and evolutionary models. It uses Markov chain Monte Carlo (MCMC) methods to estimate the posterior distribution of model parameters.","conda","true","false"
"msamtools","1.1.0-conda","data-handling","Metagenomics","https://github.com/arumugamlab/msamtools","microbiome-related extension to samtools","conda","false","false"
"MultiNanopolish","master-conda","sequence-assembly","DNA polymorphism,Sequence sites, features and motifs,Sequence assembly","https://github.com/BioinformaticsCSU/MultiNanopolish","Refined grouping method for reducing redundant calculations in nanopolish.","conda","false","false"
"multiqc","1.14-conda,1.13-conda,1.12-conda,1.11-conda","validation","Bioinformatics,Sequencing","http://multiqc.info/","MultiQC aggregates results from multiple bioinformatics analyses across many samples into a single report. It searches a given directory for analysis logs and compiles a HTML report. It's a general use tool, perfect for summarising the output from numerous bioinformatics tools.","conda","true","false"
"MUMmer","4.0.0rc1-conda,4.0.0beta2-conda,3.23-conda","sequence-alignment","Genomics,Mapping,Sequencing","http://mummer.sourceforge.net/","MUMmer is a modular system for the rapid whole genome alignment of finished or draft sequence. Basically it is a ultra-fast alignment of large-scale DNA and protein sequences","conda","false","false"
"mumu","1.0.0-singularity","sequence-clustering","Metagenomics","https://github.com/frederic-mahe/mumu","fast and robust C++ implementation of lulu, a R package for post-clustering curation of metabarcoding data","singularity","false","false"
"muscle","3.8-conda","multiple-sequence-alignment","Sequence analysis","https://www.drive5.com/muscle/","This tool performs multiple sequence alignments of nucleotide or amino acid sequences.","conda","false","false"
"n50","1.4.2-conda","statistical-calculation","Bioinformatics","https://metacpan.org/release/Proch-N50","A script to calculate N50 from one or multiple FASTA/FASTQ files available via BioConda","conda","false","false"
"nano","2.2.6-shell","editing","Bioinformatics","https://www.nano-editor.org/dist/v3/nano.html","Simple text editor","shell","false","false"
"NanoCaller","0.4.0-conda,0.3.3-conda","indel-detection","DNA polymorphism,Mapping,Machine learning,Sequencing","https://github.com/WGLab/NanoCaller","NanoCaller for accurate detection of SNPs and small indels from long-read sequencing by deep neural networks.","conda","false","false"
"NanoFilt","2.7.1-conda,2.6.0-conda","data-handling","Bioinformatics","https://github.com/wdecoster/nanofilt","Streaming script for filtering a fastq file based on a minimum length, minimum quality cut-off, minimum and maximum average GC","conda","false","false"
"NanoPlot","1.32.1-conda,1.28.0-conda","scatter-plot-plotting","Genomics","https://github.com/wdecoster/NanoPlot","NanoPlot is a tool with various visualizations of sequencing data in bam, cram, fastq, fasta or platform-specific TSV summaries, mainly intended for long-read sequencing from Oxford Nanopore Technologies and Pacific Biosciences","conda","true","false"
"Nanopolish","0.13.2-conda","statistical-calculation","Genetic variation,Sequence analysis,Statistics and probability,Sequencing","https://github.com/jts/nanopolish","A package for detecting cytosine methylations and genetic variations from nanopore MinION sequencing data.","conda","false","false"
"ncbi-datasets-cli","13.29.1-conda,13.10.0-conda","data-handling","Biological databases","https://github.com/ncbi/datasets","NCBI Datasets is a new resource that lets you easily gather data from across NCBI databases. Find and download sequence, annotation, and metadata for genes and genomes using our command-line tools or web interface.","conda","false","false"
"ncbi-datasets-pylib","13.10.0-conda,10.2.0-conda","data-handling","Bioinformatics","https://pypi.org/project/ncbi-datasets-pylib/","Easily gather data from across NCBI databases","conda","false","false"
"ncbi-datasets","14.3.0-conda,14.14.0-conda,14.0.0-conda","data-handling","Biological databases","https://github.com/ncbi/datasets","NCBI Datasets is a new resource that lets you easily gather data from across NCBI databases. Find and download sequence, annotation, and metadata for genes and genomes using our command-line tools or web interface.","conda","false","false"
"ncbi_fcs","0.2.2-singularity","sequence-assembly-validation","Sequence analysis,Sequence assembly","https://github.com/ncbi/fcs","The NCBI Foreign Contamination Screen (FCS) is a tool suite for identifying and removing contaminant sequences in genome assemblies. Contaminants are defined as sequences in a dataset that do not originate from the biological source organism and can arise from a variety of environmental and laboratory sources. FCS will help you remove contaminants from genomes before submission to GenBank.","singularity","false","false"
"NextDenovo","2.4.0-singularity","de-novo-assembly","Sequence assembly","https://github.com/Nextomics/NextDenovo","NextDenovo is a string graph-based de novo assembler for long reads (CLR, HiFi and ONT). It uses a "correct-then-assemble" strategy similar to canu (no correction step for PacBio Hifi reads), but requires significantly less computing resources and storages.","singularity","false","false"
"Nextflow","22.10.4-conda,22.10.0-conda,22.04.0-conda,21.04.0-conda,20.10.0-conda,20.07.1-conda,20.04.1-conda,20.01.0-conda,19.07.0-conda,18.10.1-conda","service-composition","Genomics,Bioinformatics,Workflows,Software engineering","https://www.nextflow.io/","Nextflow enables scalable and reproducible scientific workflows using software containers. It allows the adaptation of pipelines written in the most common scripting languages.","conda","false","false"
